beınsport-beın sport
dayıbey-dayı bey
hayvantürü-hayvan türü
blueman-blue man
kardanadam-kardan adam
ttarenanın-tt arenanın
yapmanıistemedi-yapmanı istemedi
yololduğu-yol olduğu
rumevleri-rum evleri
buluşankadınlar-buluşan kadınlar
aşıkşenlik-aşık şenlik
parisçok-paris çok
yenidönem-yeni dönem
yasevinde-yas evinde
arkadaşlarsizce-arkadaşlar sizce
karşikarşıya-karşi karşıya
rolalan-rol alan
pizzagate-pizza gate
açmakdeğil-açmak değil
ladieshome-ladies home
süslüsaksı-süslü saksı
kübadevriminin-küba devriminin
mahmutağa-mahmut ağa
solow-so low
kardeşkent-kardeş kent
ifadeedebilirim-ifade edebilirim
casusbelli-casus belli
çatalkaşıklar-çatal kaşıklar
puanıalacak-puanı alacak
hazalkayanın-hazal kayanın
kendinçek-kendin çek
tüpgeçidinin-tüp geçidinin
minson-min son
bileben-bile ben
—kütahya-— kütahya
ünlüromanı-ünlü romanı
appdata-app data
neobarok-neo barok
birdönem-bir dönem
çözümolmaz-çözüm olmaz
lanyok-lan yok
eğeriyi-eğer iyi
suryapının-sur yapının
amirel-amir el
kulbu-kul bu
senbizi-sen bizi
gamaxi-gama xi
yapmışgibi-yapmış gibi
vekültür-ve kültür
keçisütlü-keçi sütlü
iledevam-ile devam
seferonu-sefer onu
ahahh-ah ahh
macair-mac air
aşıkolursun-aşık olursun
kızdımı-kızdı mı
değerliolduğunu-değerli olduğunu
olmayanhiçbir-olmayan hiçbir
bursanilüfer-bursa nilüfer
mihenktaşlarından-mihenk taşlarından
cendereyolu-cendere yolu
zamandoğru-zaman doğru
amagerçekten-ama gerçekten
monetmi-monet mi
sahadanpuan-sahadan puan
umarımyanılırım-umarım yanılırım
sahilkenarı-sahil kenarı
katilvar-katil var
upthere-up there
çanakkalesavaşını-çanakkale savaşını
anıtkabri-anıt kabri
allahcc-allah cc
istanbulageldik-istanbula geldik
isetürk-ise türk
ıfyou-ıf you
dahabaşka-daha başka
paşaspor-paşa spor
yeredüşer-yere düşer
filmdalında-film dalında
olmanıngururu-olmanın gururu
denetimimümkün-denetimi mümkün
laoğlum-la oğlum
iremtur-irem tur
euroimza-euro imza
yirmiüçüncü-yirmi üçüncü
hiçkullanmadım-hiç kullanmadım
evhanımlarına-ev hanımlarına
gittiişte-gitti işte
dilekkaya-dilek kaya
altınçocuk-altın çocuk
housegibi-house gibi
dolarmı-dolar mı
junglee-jung lee
kblarda-kb larda
okulsonrası-okul sonrası
aberlan-aber lan
kendiniimha-kendini imha
dşıkkı-d şıkkı
büyükbirlik-büyük birlik
aquakültür-aqua kültür
bişeybuldum-bişey buldum
uludağsözlükte-uludağ sözlükte
cehennemedirek-cehenneme direk
şartmı-şart mı
çayşekeri-çay şekeri
türkordusu-türk ordusu
haksahiplerini-hak sahiplerini
demeöyle-deme öyle
ultrawarp-ultra warp
getiririse-getirir ise
birzaman-bir zaman
obölge-o bölge
müdürvekilliği-müdür vekilliği
ekşisözlük-ekşi sözlük
khanacademy-khan academy
benirahatsız-beni rahatsız
diğerkişiler-diğer kişiler
testeder-test eder
bendiyorum-ben diyorum
sayıfarkı-sayı farkı
kibunun-ki bunun
bandwagon-band wagon
keçekalemle-keçe kalemle
eksiklikiçin-eksiklik için
gülüyok-gülü yok
taşmektep-taş mektep
dilimizibile-dilimizi bile
sexbook-sex book
bakıpbakıp-bakıp bakıp
turgutözalın-turgut özalın
birparçası-bir parçası
sadecekadın-sadece kadın
makineolarak-makine olarak
sosyogelişmişlik-sosyo gelişmişlik
pkknınşehir-pkknın şehir
niiçin-ni için
dspor-d spor
enderakay-ender akay
cevizkabuğunda-ceviz kabuğunda
bizeve-bize ve
seniöyle-seni öyle
altınboynuz-altın boynuz
kanunteklifinin-kanun teklifinin
herbir-her bir
artıknasıl-artık nasıl
neolurdu-ne olurdu
biterdedi-biter dedi
sonmaçta-son maçta
mısındiye-mısın diye
uzakve-uzak ve
casise-cas ise
whatsup-whats up
olayşu-olay şu
gününüzaydın-gününüz aydın
işimikaybetme-işimi kaybetme
hayvansaliç-hayvansal iç
serrehberler-ser rehberler
normalbiri-normal biri
kupasıiçin-kupası için
amabütün-ama bütün
oluştururmu-oluşturur mu
onunbaşına-onun başına
malikel-malik el
yahyakaptana-yahya kaptana
varbu-var bu
bilgievi-bilgi evi
soyismin-soy ismin
samsunsporstore-samsunspor store
rahatbırak-rahat bırak
homan-ho man
bdpmi-bdp mi
okuyucuyer-okuyucu yer
neyapılması-ne yapılması
özelilgi-özel ilgi
hayaledelim-hayal edelim
uyguladığıbaskıya-uyguladığı baskıya
flashdiskleri-flash diskleri
ufukbir-ufuk bir
partileryasasında-partiler yasasında
havamüzesi-hava müzesi
türkkadınının-türk kadınının
yargıorganının-yargı organının
zallım-zall ım
gitsindedim-gitsin dedim
işgöremez-iş göremez
ucubeucube-ucube ucube
seksenbeşi-seksen beşi
kidschoice-kids choice
yenieğitim-yeni eğitim
karmı-kar mı
anneiçin-anne için
wowturkeyforum-wowturkey forum
olduğuaçıkça-olduğu açıkça
tecrübedeğil-tecrübe değil
birliğinintürkiye-birliğinin türkiye
yalansöyledi-yalan söyledi
eğerseni-eğer seni
ruhhalinin-ruh halinin
kıbrısrumları-kıbrıs rumları
jamesdonkey-james donkey
kimkimin-kim kimin
girişçıkışlarını-giriş çıkışlarını
ahabi-aha bi
kadarağır-kadar ağır
mağazalararası-mağazalar arası
gözyumuluyor-göz yumuluyor
hepbi-hep bi
geridönüşün-geri dönüşün
probono-pro bono
greenlight-green light
kiiki-ki iki
terörünfinans-terörün finans
tipiuçak-tipi uçak
golfsahasında-golf sahasında
kadarçabuk-kadar çabuk
tamsayfa-tam sayfa
fazlayok-fazla yok
kiminaradığını-kimin aradığını
allahsana-allah sana
etmişimçok-etmişim çok
dodiyez-do diyez
eleştirive-eleştiri ve
sussunbarış-sussun barış
insanlarbir-insanlar bir
konuyuhep-konuyu hep
makineyağı-makine yağı
babül-bab ül
kırkyılda-kırk yılda
olsadatürk-olsada türk
kurumuçok-kurumu çok
tehlikebu-tehlike bu
oluyordemek-oluyor demek
zorbalıkkarşıtı-zorbalık karşıtı
geziparkını-gezi parkını
duvarkağıdının-duvar kağıdının
karşısınaçıkan-karşısına çıkan
msnimi-msn imi
günahkeçileri-günah keçileri
kiliseninyerine-kilisenin yerine
besmi-bes mi
oynarbaşlıklı-oynar başlıklı
dolandırıcıbir-dolandırıcı bir
çalarkendi-çalar kendi
sanaşöyle-sana şöyle
tabloyuhazırladım-tabloyu hazırladım
seslisözlük-sesli sözlük
bilgiverirmisiniz-bilgi verirmisiniz
deaile-dea ile
pierreyves-pierre yves
diğerkişilerin-diğer kişilerin
iettmi-iett mi
nedenizin-neden izin
hulkibey-hulki bey
ediyorbu-ediyor bu
diştaşları-diş taşları
belirterekbu-belirterek bu
clubada-club ada
ilçebinası-ilçe binası
yalnızsadece-yalnız sadece
heheee-he heee
yatarve-yatar ve
boşbi-boş bi
yaptiama-yapti ama
yaşkaç-yaş kaç
müslümankanı-müslüman kanı
temizleyoksa-temizle yoksa
ilkokularkadaşım-ilkokul arkadaşım
geçkaldınız-geç kaldınız
değilmiydiki-değilmiydi ki
başladığınan-başladığın an
sağlıklıuzun-sağlıklı uzun
fetvameclisi-fetva meclisi
horgörmeye-hor görmeye
beson-bes on
doğruhaber-doğru haber
yetmişyedinci-yetmiş yedinci
detaydetay-detay detay
homeart-home art
toprakağası-toprak ağası
istediklerinianlattı-istediklerini anlattı
kurtardıve-kurtardı ve
üzeretürk-üzere türk
seçdiye-seç diye
kabületsin-kabül etsin
olmayacakmı-olmayacak mı
kokaryakıt-kokar yakıt
doldurulmasımümkün-doldurulması mümkün
ruspazarı-rus pazarı
outto-out to
üstorta-üst orta
ağzıpis-ağzı pis
hayaldeğil-hayal değil
barajyolunda-baraj yolunda
ağrıdağına-ağrı dağına
hımmhımm-hımm hımm
işarkadaşları-iş arkadaşları
üçsaatlik-üç saatlik
hayathakkında-hayat hakkında
myvoice-my voice
crossroad-cross road
sevgilidostlar-sevgili dostlar
bbcturkce-bbc turkce
senki-sen ki
tarlasıgibi-tarlası gibi
yüksekfiyatlı-yüksek fiyatlı
kalplive-kalpli ve
citiportile-citiport ile
alimurat-ali murat
allahmı-allah mı
alttemel-alt temel
egeve-ege ve
yalnızkalma-yalnız kalma
gstring-g string
meteatay-mete atay
depremedayanıklı-depreme dayanıklı
vaadettiğine-vaad ettiğine
gdfsuez-gdf suez
parçave-parça ve
konusahibi-konu sahibi
eminali-emin ali
muçok-mu çok
götgöt-göt göt
bigchefs-big chefs
yarıuykulu-yarı uykulu
acıvericidir-acı vericidir
burçistanbul-burç istanbul
tüpgecit-tüp gecit
fransızcadaha-fransızca daha
aramise-aram ise
içinbir-için bir
nanotüpleri-nano tüpleri
duvarlaraçivi-duvarlara çivi
ahlaksızdiye-ahlaksız diye
tekrariş-tekrar iş
bilekabul-bile kabul
yapsat-yap sat
senmi-sen mi
nazillispor-nazilli spor
ulusdevletçi-ulus devletçi
yarıbağımsız-yarı bağımsız
tttim-tt tim
söylememçünkü-söylemem çünkü
hürsesi-hür sesi
şekildeğiştirenler-şekil değiştirenler
zeytinyağıdiye-zeytinyağı diye
bvitaminleri-b vitaminleri
türkiyedeilk-türkiyede ilk
centralparkı-central parkı
kocapopolu-koca popolu
meskeneden-mesken eden
erolgöka-erol göka
fakirolduğu-fakir olduğu
mentalklinik-mental klinik
riskliiş-riskli iş
stonedergisinden-stone dergisinden
yıldayeni-yılda yeni
deminburada-demin burada
aşbaşkanı-aş başkanı
yusufcan-yusuf can
severlerdiye-severler diye
tümiyi-tüm iyi
güniçin-gün için
zorundadeğilim-zorunda değilim
aliçetinkaya-ali çetinkaya
evveleski-evvel eski
ömermuhtar-ömer muhtar
hepbenim-hep benim
hattıbu-hattı bu
saklıgöl-saklı göl
garajaltı-garaj altı
egeri-e geri
abuzeyd-abu zeyd
riçin-r için
hemyeni-hem yeni
insansağlığı-insan sağlığı
dikkatçekme-dikkat çekme
skandalıyaşandı-skandalı yaşandı
girlsgeneration-girls generation
tutdedim-tut dedim
saloniçi-salon içi
elkonuluyor-el konuluyor
isyanlarısırasında-isyanları sırasında
nikemı-nike mı
katkıpayı-katkı payı
üçbüyükler-üç büyükler
yüzbin-yüz bin
çünkübugün-çünkü bugün
avrupabirliğinin-avrupa birliğinin
demeköyle-demek öyle
yatırımyapmayan-yatırım yapmayan
olduğumudüşündün-olduğumu düşündün
aşkolduğunu-aşk olduğunu
yaşındayımama-yaşındayım ama
içinben-için ben
büyükşehirolarak-büyükşehir olarak
çörekotu-çörek otu
sokakoyunları-sokak oyunları
oturarakhiçbir-oturarak hiçbir
katlıama-katlı ama
yanlışyaptım-yanlış yaptım
otarihten-o tarihten
bardiye-bar diye
troymu-troy mu
tatilveya-tatil veya
türkpolisi-türk polisi
çıkmayabir-çıkmaya bir
bilimkadını-bilim kadını
neistediğini-ne istediğini
takibedeğer-takibe değer
alicanalbayrak-alican albayrak
altligde-alt ligde
grandtuvalet-grand tuvalet
yediktensonra-yedikten sonra
kelimeiçin-kelime için
ingilizcesimi-ingilizcesi mi
vurdukırdı-vurdu kırdı
incilmi-incil mi
gelbize-gel bize
yüzdenşu-yüzden şu
beninanıyorum-ben inanıyorum
işdeğil-iş değil
buradaher-burada her
birçözüm-bir çözüm
seviyomusun-seviyo musun
bugünben-bugün ben
kuzeyormanları-kuzey ormanları
içinpara-için para
ledbir-led bir
peterberg-peter berg
mustafanecati-mustafa necati
çukuralanda-çukur alanda
candostum-can dostum
yeterdedim-yeter dedim
lucylou-lucy lou
sevdigibi-sevdi gibi
siparişverdiler-sipariş verdiler
homeconnect-home connect
kültfigür-kült figür
alışverişiiçin-alışverişi için
karınağrısından-karın ağrısından
güleyimmi-güleyim mi
ısyerınde-ıs yerınde
seninsuçun-senin suçun
gayrimillidir-gayri millidir
bulunmazbir-bulunmaz bir
trollmusun-troll musun
johnnyiçin-johnny için
kapsoo-kap soo
oyfark-oy fark
üdeğil-ü değil
üçkuruşa-üç kuruşa
uyuyorşu-uyuyor şu
oobiz-oo biz
erdalyıldırım-erdal yıldırım
lamajör-la majör
umutsarıkaya-umut sarıkaya
hipernet-hiper net
başdönmesinin-baş dönmesinin
maalesefki-maalesef ki
olurdedim-olur dedim
onunher-onun her
elbombasının-el bombasının
kionlar-ki onlar
sevgibi-sev gibi
sadecebiz-sadece biz
yhtmi-yht mi
başkanadaylığı-başkan adaylığı
hanımmı-hanım mı
göremi-göre mi
muhasebemüdürü-muhasebe müdürü
sadecebir-sadece bir
buyılın-bu yılın
myoffice-my office
minipro-mini pro
amagüzel-ama güzel
sonraben-sonra ben
korktuğuiçin-korktuğu için
müdürüvekili-müdürü vekili
durumdabir-durumda bir
habak-ha bak
teher-te her
yemekkültürünün-yemek kültürünün
arasındapek-arasında pek
samiefendi-sami efendi
forextürkiye-forex türkiye
işyapma-iş yapma
dipsularında-dip sularında
eeçok-ee çok
moonhee-moon hee
çocuğugibi-çocuğu gibi
bizbile-biz bile
birşeymi-birşey mi
sevgilisiile-sevgilisi ile
çatalboynuzlu-çatal boynuzlu
veriyorzaten-veriyor zaten
poweramp-power amp
sizingibilerin-sizin gibilerin
altuğmu-altuğ mu
yarabandıyla-yara bandıyla
kaçmaç-kaç maç
halilefendi-halil efendi
tarihibu-tarihi bu
dolaşmı-dolaş mı
direntaksim-diren taksim
sarahile-sarah ile
gördümbende-gördüm bende
şeyhsinan-şeyh sinan
seviyorumçünkü-seviyorum çünkü
yatakodam-yatak odam
saatdaha-saat daha
belkidiye-belki diye
ekremdağ-ekrem dağ
onlarkim-onlar kim
sevecan-seve can
demgenç-dem genç
seningibileri-senin gibileri
tarımsalpazarlama-tarımsal pazarlama
sıkbir-sık bir
meyile-mey ile
seningibilere-senin gibilere
yedikatlı-yedi katlı
acıbiberi-acı biberi
serdardemirel-serdar demirel
alacarte-ala carte
destekleyeceklerinidile-destekleyeceklerini dile
haahaa-haa haa
kullanıcıara-kullanıcı ara
şahoğlu-şah oğlu
taranise-taran ise
gemiyan-gemi yan
altınsemer-altın semer
düğündernek-düğün dernek
honeybunny-honey bunny
yaptınsen-yaptın sen
sonrabir-sonra bir
başlıyorsonra-başlıyor sonra
çiftturbo-çift turbo
hıdırağa-hıdır ağa
kimseyehayır-kimseye hayır
sabaholdu-sabah oldu
coile-co ile
sanabenim-sana benim
kurumadde-kuru madde
kalplibir-kalpli bir
önfizibilite-ön fizibilite
sainthonore-saint honore
manşetüstü-manşet üstü
oldiye-ol diye
ulusparkı-ulus parkı
soliçin-sol için
bölümüöğretim-bölümü öğretim
gibibirşey-gibi birşey
rastgetir-rast getir
edeceğizdedi-edeceğiz dedi
intihalolarak-intihal olarak
yemekodası-yemek odası
danielklein-daniel klein
saniyeile-saniye ile
egepark-ege park
türkiyedeyaşayan-türkiyede yaşayan
emadem-e madem
yoncakaya-yonca kaya
çölündebir-çölünde bir
piyasalardakihareketi-piyasalardaki hareketi
mahmuthan-mahmut han
amfitiyatronun-amfi tiyatronun
fenerbahçemaçı-fenerbahçe maçı
kadarsürecek-kadar sürecek
tüberkülozile-tüberküloz ile
birmesaj-bir mesaj
evinönü-evin önü
halipür-hali pür
messile-mess ile
olduğunubiliyor-olduğunu biliyor
bilmelisinki-bilmelisin ki
devletadamlığı-devlet adamlığı
holee-ho lee
sorunlarıbu-sorunları bu
koygitsin-koy gitsin
egeüniversitesine-ege üniversitesine
yaptığınher-yaptığın her
mormor-mor mor
kuşalanı-kuş alanı
büyükönder-büyük önder
bilgiçağı-bilgi çağı
koyupiyi-koyup iyi
yadedilecektir-yad edilecektir
ekdersi-ek dersi
çanakkaleyemi-çanakkaleye mi
darkvenue-dark venue
evekonomisi-ev ekonomisi
birşeyyapmaz-birşey yapmaz
egelince-e gelince
ateşetmeyin-ateş etmeyin
tekcümle-tek cümle
ayyıldız-ay yıldız
içdinamikleri-iç dinamikleri
mehmetsağlam-mehmet sağlam
sadecebelli-sadece belli
acısos-acı sos
solcumusun-solcu musun
esgeçmeye-es geçmeye
takılacakmı-takılacak mı
üstköşede-üst köşede
hattatürk-hatta türk
öyleysesanırım-öyleyse sanırım
masonmuydu-mason muydu
isterdiki-isterdi ki
başkabir-başka bir
altdüzeye-alt düzeye
ınterstar-ınter star
harunreşid-harun reşid
ebuyahya-ebu yahya
sümerholdinge-sümer holdinge
yıldızlararasında-yıldızlar arasında
ehlibeytin-ehli beytin
kaçıkolarak-kaçık olarak
adamkendi-adam kendi
elmalısoda-elmalı soda
insançok-insan çok
sondefa-son defa
amaasla-ama asla
eşgibi-eş gibi
altyaş-alt yaş
hayalettiğim-hayal ettiğim
hayalettiğin-hayal ettiğin
altınadam-altın adam
düşüyorve-düşüyor ve
ankakuşuna-anka kuşuna
redettiğini-red ettiğini
bozaniçin-bozan için
davutbey-davut bey
satbir-sat bir
bakışaçımıza-bakış açımıza
vermekzorunda-vermek zorunda
ikincinesil-ikinci nesil
robinsan-robin san
içimdebi-içimde bi
nedise-ned ise
keçideresi-keçi deresi
lanvalla-lan valla
herşekilde-her şekilde
geriçekil-geri çekil
sabahmeydana-sabah meydana
doktorunbir-doktorun bir
deönemli-de önemli
semve-sem ve
araformül-ara formül
taçkapıda-taç kapıda
geldiğindenhiç-geldiğinden hiç
gibiolacak-gibi olacak
dünyadanbir-dünyadan bir
içinbiraz-için biraz
isteyine-iste yine
coololan-cool olan
kihem-ki hem
keçiağılı-keçi ağılı
projesiolarak-projesi olarak
diyetmi-diyet mi
jinmi-jin mi
siyahzeytin-siyah zeytin
istanbulgibi-istanbul gibi
sanırımbir-sanırım bir
endişenedeniyle-endişe nedeniyle
adamiki-adam iki
kâzımpaşa-kâzım paşa
—aynı-— aynı
saymadiye-sayma diye
anlamazorluğu-anlama zorluğu
benaslında-ben aslında
ahlakbilgisi-ahlak bilgisi
buinsanlar-bu insanlar
tailai-tai lai
compactmı-compact mı
kapalıcezaevinde-kapalı cezaevinde
sizmi-siz mi
şarapmı-şarap mı
kazayaklarına-kaz ayaklarına
yarıkurak-yarı kurak
vazgeçtimi-vazgeçti mi
gönderdilerçünkü-gönderdiler çünkü
tövbeest-tövbe est
billymi-billy mi
gözyumulması-göz yumulması
davutoğlugibi-davutoğlu gibi
evetşu-evet şu
markantalya-mark antalya
tabakbardak-tabak bardak
kanunile-kanun ile
sınıfiçi-sınıf içi
yarıfinallerde-yarı finallerde
sapmasapan-sapma sapan
yadetmektir-yad etmektir
senbi-sen bi
anneminbabamın-annemin babamın
senbu-sen bu
jinoh-jin oh
şükrüsaraçoğlunun-şükrü saraçoğlunun
amone-am one
gyobu-gyo bu
abison-abi son
eviiçin-evi için
desadece-de sadece
geliyorsanırım-geliyor sanırım
androidmi-android mi
yapacağımdiye-yapacağım diye
artcenter-art center
sonrabenim-sonra benim
böylesaçma-böyle saçma
okçulukmüsabakalarında-okçuluk müsabakalarında
ılkokul-ılk okul
korkuyorumçok-korkuyorum çok
dahahiç-daha hiç
bakher-bak her
yokcanım-yok canım
mesutcan-mesut can
kardeşiçin-kardeş için
dışardayeni-dışarda yeni
bekirusta-bekir usta
zdaha-z daha
tenekekuruş-teneke kuruş
yapmaoyunu-yapma oyunu
nickaltındaki-nick altındaki
galatasaraylılarmı-galatasaraylılar mı
koalisyonhükümetinden-koalisyon hükümetinden
pikam-pi kam
nazifpaşa-nazif paşa
aaaaaa-aaa aaa
yazbaşından-yaz başından
denebunu-dene bunu
erkeklermi-erkekler mi
projesikapsamında-projesi kapsamında
oturyerine-otur yerine
bilimiyok-bilimi yok
resimaltı-resim altı
heranlamda-her anlamda
azraece-azra ece
niveya-ni veya
şeydemek-şey demek
peksevmem-pek sevmem
nedendiye-neden diye
filmizler-film izler
femmefatale-femme fatale
sophieanne-sophie anne
kötüolurdu-kötü olurdu
sahadışına-saha dışına
arayankim-arayan kim
tümdünyayı-tüm dünyayı
otobandışına-otoban dışına
mekadar-me kadar
gelinkaynana-gelin kaynana
işinekarışma-işine karışma
incirçekirdeği-incir çekirdeği
avıolarak-avı olarak
buğdayeken-buğday eken
olimpikdüzeyde-olimpik düzeyde
tutmakiçin-tutmak için
uzakgörüşlü-uzak görüşlü
petroliş-petrol iş
yadetmekten-yad etmekten
ettidiye-etti diye
musundiye-musun diye
otkafalı-ot kafalı
maymuninsan-maymun insan
verindedim-verin dedim
kabuledebilir-kabul edebilir
veeğitim-ve eğitim
yöntuşlarına-yön tuşlarına
besgun-bes gun
monamı-mona mı
hakdin-hak din
marymary-mary mary
kuruboya-kuru boya
muhtarevi-muhtar evi
bırkere-bır kere
konudışında-konu dışında
denizkuvvetlerine-deniz kuvvetlerine
ııabdülhamit-ıı abdülhamit
keltepe-kel tepe
hhayır-h hayır
otobüsteölen-otobüste ölen
yahuşu-yahu şu
vrama-vr ama
birmiktar-bir miktar
